Year,Mon,Day,daily_acc_10thmm
2003,8,22,0
2003,8,23,0
2003,8,24,0
2003,8,25,0
2003,8,26,0
2003,8,27,0
2003,8,28,0
2003,8,29,0
2003,8,30,0
2003,8,31,0
2004,8,20,0
2004,8,21,165
2004,8,22,392
2004,8,23,330
2004,8,24,9
2004,8,25,17
2004,8,26,0
2004,8,27,0
2004,8,28,0
2004,8,29,0
2004,8,30,0
2004,8,31,12
2005,8,20,0
2005,8,21,0
2005,8,22,0
2005,8,23,0
2005,8,24,30
2005,8,25,0
2005,8,26,0
2005,8,27,254
2005,8,28,30
2005,8,29,1
2005,8,30,0
2005,8,31,154
2006,8,20,0
2006,8,21,0
2006,8,22,49
2006,8,23,0
2006,8,24,0
2006,8,25,0
2006,8,26,0
2006,8,27,23
2006,8,28,72
2006,8,29,0
2006,8,30,23
2006,8,31,69
2007,8,20,0
2007,8,21,0
2007,8,22,0
2007,8,23,0
2007,8,24,0
2007,8,25,0
2007,8,26,20
2007,8,27,0
2007,8,28,0
2007,8,29,271
2007,8,30,0
2007,8,31,0
2008,8,20,220
2008,8,21,0
2008,8,22,0
2008,8,23,71
2008,8,24,0
2008,8,25,1645
2008,8,26,0
2008,8,27,0
2008,8,28,0
2008,8,29,47
2008,8,30,0
2008,8,31,8
2009,8,20,169
2009,8,21,47
2009,8,22,94
2009,8,23,348
2009,8,24,0
2009,8,25,0
2009,8,26,0
2009,8,27,0
2009,8,28,0
2009,8,29,0
2009,8,30,0
2009,8,31,6
2010,8,20,0
2010,8,21,0
2010,8,22,0
2010,8,23,0
2010,8,24,0
2010,8,25,120
2010,8,26,136
2010,8,27,194
2010,8,28,0
2010,8,29,0
2010,8,30,0
2010,8,31,50
2011,8,20,0
2011,8,21,0
2011,8,22,5
2011,8,23,0
2011,8,24,53
2011,8,25,462
2011,8,26,36
2011,8,27,362
2011,8,28,0
2011,8,29,0
2011,8,30,2
2011,8,31,0
2012,8,20,439
2012,8,21,1
2012,8,22,48
2012,8,23,3
2012,8,24,0
2012,8,25,303
2012,8,26,0
2012,8,27,0
2012,8,28,42
2012,8,29,0
2012,8,30,0
2012,8,31,0
2013,8,20,0
2013,8,21,0
2013,8,22,11
2013,8,23,1
2013,8,24,0
2013,8,25,8
2013,8,26,52
2013,8,27,0
2013,8,28,0
2013,8,29,130
2013,8,30,3
2013,8,31,0
2014,8,20,485
2014,8,21,0
2014,8,22,0
2014,8,23,4
2014,8,24,0
2014,8,25,333
2014,8,26,1
2014,8,27,49
2014,8,28,0
2014,8,29,9
2014,8,30,0
2014,8,31,0
2015,8,20,1
2015,8,21,72
2015,8,22,393
2015,8,23,77
2015,8,24,1510
2015,8,25,1
2015,8,26,0
2015,8,27,0
2015,8,28,252
2015,8,29,92
2015,8,30,0
2015,8,31,0
2016,8,20,0
2016,8,21,0
2016,8,22,3
2016,8,23,0
2016,8,24,0
2016,8,25,0
2016,8,26,14
2016,8,27,0
2016,8,28,0
2016,8,29,0
2016,8,30,0
2016,8,31,0
2017,8,20,240
2017,8,21,586
2017,8,22,15
2017,8,23,0
2017,8,24,0
2017,8,25,1
2017,8,26,0
2017,8,27,0
2017,8,28,0
2017,8,29,23
2017,8,30,0
2017,8,31,0
2018,8,20,0
2018,8,21,54
2018,8,22,0
2018,8,23,0
2018,8,24,0
2018,8,25,69
2018,8,26,41
2018,8,27,0
2018,8,28,0
2018,8,29,0
2018,8,30,0
2018,8,31,0
2019,8,20,0
2019,8,21,0
2019,8,22,0
2019,8,23,1
2019,8,24,0
2019,8,25,11
2019,8,26,6
2019,8,27,0
2019,8,28,120
2019,8,29,213
2019,8,30,112
2019,8,31,0
2020,8,20,0
2020,8,21,0
2020,8,22,0
2020,8,23,0
2020,8,24,0
2020,8,25,0
2020,8,26,307
2020,8,27,2
2020,8,28,664
2020,8,29,390
2020,8,30,0
2020,8,31,0
2021,8,20,0
2021,8,21,33
2021,8,22,31
2021,8,23,8
2021,8,24,70
2021,8,25,18
2021,8,26,0
2021,8,27,392
2021,8,28,0
2021,8,29,0
2021,8,30,0
2021,8,31,0
2022,8,20,235
2022,8,21,86
2022,8,22,0
2022,8,23,289
2022,8,24,0
2022,8,25,0
2022,8,26,0
2022,8,27,39
2022,8,28,0
2022,8,29,0
2022,8,30,0
2022,8,31,14
2023,8,20,0
2023,8,21,0
2023,8,22,112
2023,8,23,701
2023,8,24,0
2023,8,25,0
2023,8,26,0
2023,8,27,50
2023,8,28,108
2023,8,29,327
2023,8,30,216
2023,8,31,43
1874,9,1,0
1874,9,2,421
1874,9,3,0
1874,9,4,0
1874,9,5,4
1875,9,1,1571
1875,9,2,0
1875,9,3,9
1875,9,4,0
1875,9,5,89
1876,9,1,0
1876,9,2,0
1876,9,3,0
1876,9,4,0
1876,9,5,0
1877,9,1,0
1877,9,2,0
1877,9,3,0
1877,9,4,28
1877,9,5,48
1878,9,1,0
1878,9,2,0
1878,9,3,2
1878,9,4,0
1878,9,5,0
1879,9,1,18
1879,9,2,354
1879,9,3,131
1879,9,4,61
1879,9,5,0
1880,9,1,3
1880,9,2,0
1880,9,3,0
1880,9,4,0
1880,9,5,0
1881,9,1,7
1881,9,2,429
1881,9,3,8
1881,9,4,0
1881,9,5,3
1882,9,1,20
1882,9,2,31
1882,9,3,0
1882,9,4,0
1882,9,5,0
1883,9,1,71
1883,9,2,0
1883,9,3,0
1883,9,4,195
1883,9,5,0
1884,9,1,10
1884,9,2,112
1884,9,3,134
1884,9,4,0
1884,9,5,0
1885,9,1,4
1885,9,2,190
1885,9,3,0
1885,9,4,14
1885,9,5,177
1886,9,1,60
1886,9,2,0
1886,9,3,0
1886,9,4,0
1886,9,5,120
1887,9,1,990
1887,9,2,69
1887,9,3,8
1887,9,4,0
1887,9,5,0
1888,9,1,34
1888,9,2,2
1888,9,3,0
1888,9,4,0
1888,9,5,0
1889,9,1,0
1889,9,2,154
1889,9,3,0
1889,9,4,1
1889,9,5,0
1890,9,1,0
1890,9,2,180
1890,9,3,288
1890,9,4,13
1890,9,5,10
1891,9,1,103
1891,9,2,1013
1891,9,3,5
1891,9,4,13
1891,9,5,0
1892,9,1,0
1892,9,2,142
1892,9,3,2
1892,9,4,0
1892,9,5,0
1893,9,1,1
1893,9,2,538
1893,9,3,52
1893,9,4,0
1893,9,5,108
1894,9,1,0
1894,9,2,0
1894,9,3,0
1894,9,4,14
1894,9,5,3
1895,9,1,100
1895,9,2,10
1895,9,3,7
1895,9,4,11
1895,9,5,136
1896,9,1,0
1896,9,2,14
1896,9,3,17
1896,9,4,6
1896,9,5,0
1897,9,1,328
1897,9,2,264
1897,9,3,11
1897,9,4,0
1897,9,5,0
1898,9,1,0
1898,9,2,0
1898,9,3,0
1898,9,4,0
1898,9,5,0
1899,9,1,4
1899,9,2,0
1899,9,3,78
1899,9,4,136
1899,9,5,104
1900,9,1,0
1900,9,2,12
1900,9,3,0
1900,9,4,329
1900,9,5,17
1901,9,1,0
1901,9,2,0
1901,9,3,0
1901,9,4,0
1901,9,5,0
1902,9,1,118
1902,9,2,181
1902,9,3,0
1902,9,4,0
1902,9,5,11
1903,9,1,0
1903,9,2,0
1903,9,3,0
1903,9,4,0
1903,9,5,113
1904,9,1,0
1904,9,2,0
1904,9,3,5
1904,9,4,0
1904,9,5,0
1905,9,1,119
1905,9,2,201
1905,9,3,0
1905,9,4,0
1905,9,5,0
1906,9,1,11
1906,9,2,36
1906,9,3,0
1906,9,4,0
1906,9,5,17
1907,9,1,22
1907,9,2,118
1907,9,3,38
1907,9,4,49
1907,9,5,44
1908,9,1,0
1908,9,2,2
1908,9,3,0
1908,9,4,0
1908,9,5,0
1909,9,1,0
1909,9,2,0
1909,9,3,84
1909,9,4,153
1909,9,5,709
1910,9,1,2
1910,9,2,0
1910,9,3,88
1910,9,4,0
1910,9,5,0
1911,9,1,1
1911,9,2,0
1911,9,3,0
1911,9,4,642
1911,9,5,166
1912,9,1,0
1912,9,2,0
1912,9,3,0
1912,9,4,0
1912,9,5,0
1913,9,1,0
1913,9,2,0
1913,9,3,0
1913,9,4,4
1913,9,5,0
1914,9,1,0
1914,9,2,69
1914,9,3,0
1914,9,4,11
1914,9,5,0
1915,9,1,0
1915,9,2,595
1915,9,3,0
1915,9,4,0
1915,9,5,0
1916,9,1,119
1916,9,2,0
1916,9,3,0
1916,9,4,275
1916,9,5,0
1917,9,1,0
1917,9,2,0
1917,9,3,0
1917,9,4,0
1917,9,5,0
1918,9,1,17
1918,9,2,0
1918,9,3,445
1918,9,4,66
1918,9,5,2
1919,9,1,2
1919,9,2,18
1919,9,3,27
1919,9,4,1
1919,9,5,0
1920,9,1,0
1920,9,2,0
1920,9,3,30
1920,9,4,165
1920,9,5,59
1921,9,1,441
1921,9,2,164
1921,9,3,13
1921,9,4,14
1921,9,5,0
1922,9,1,455
1922,9,2,135
1922,9,3,9
1922,9,4,0
1922,9,5,0
1923,9,1,34
1923,9,2,23
1923,9,3,2
1923,9,4,0
1923,9,5,0
1924,9,1,46
1924,9,2,133
1924,9,3,2
1924,9,4,1
1924,9,5,18
1925,9,1,0
1925,9,2,0
1925,9,3,2
1925,9,4,78
1925,9,5,3
1926,9,1,0
1926,9,2,78
1926,9,3,0
1926,9,4,0
1926,9,5,0
1927,9,1,0
1927,9,2,287
1927,9,3,0
1927,9,4,326
1927,9,5,74
1928,9,1,0
1928,9,2,0
1928,9,3,68
1928,9,4,88
1928,9,5,0
1929,9,1,0
1929,9,2,0
1929,9,3,0
1929,9,4,0
1929,9,5,0
1930,9,1,45
1930,9,2,110
1930,9,3,154
1930,9,4,239
1930,9,5,6
1931,9,1,0
1931,9,2,137
1931,9,3,514
1931,9,4,374
1931,9,5,619
1932,9,1,214
1932,9,2,12
1932,9,3,130
1932,9,4,0
1932,9,5,0
1933,9,1,196
1933,9,2,173
1933,9,3,103
1933,9,4,0
1933,9,5,0
1934,9,1,31
1934,9,2,0
1934,9,3,0
1934,9,4,197
1934,9,5,0
1935,9,1,0
1935,9,2,168
1935,9,3,34
1935,9,4,57
1935,9,5,7
1936,9,1,65
1936,9,2,2
1936,9,3,144
1936,9,4,0
1936,9,5,0
1937,9,1,0
1937,9,2,0
1937,9,3,0
1937,9,4,0
1937,9,5,0
1938,9,1,0
1938,9,2,29
1938,9,3,0
1938,9,4,6
1938,9,5,0
1939,9,1,0
1939,9,2,0
1939,9,3,123
1939,9,4,10
1939,9,5,0
1940,9,1,384
1940,9,2,118
1940,9,3,3
1940,9,4,0
1940,9,5,0
1941,9,1,0
1941,9,2,0
1941,9,3,29
1941,9,4,44
1941,9,5,0
1942,9,1,0
1942,9,2,0
1942,9,3,0
1942,9,4,0
1942,9,5,0
1943,9,1,0
1943,9,2,201
1943,9,3,121
1943,9,4,0
1943,9,5,0
1944,9,1,230
1944,9,2,0
1944,9,3,116
1944,9,4,485
1944,9,5,89
1945,9,1,190
1945,9,2,138
1945,9,3,393
1945,9,4,0
1945,9,5,0
1946,9,1,4
1946,9,2,0
1946,9,3,0
1946,9,4,0
1946,9,5,0
1947,9,1,0
1947,9,2,0
1947,9,3,0
1947,9,4,0
1947,9,5,0
1948,9,1,0
1948,9,2,172
1948,9,3,0
1948,9,4,0
1948,9,5,302
1949,9,1,0
1949,9,2,0
1949,9,3,0
1949,9,4,0
1949,9,5,0
1950,9,1,0
1950,9,2,0
1950,9,3,345
1950,9,4,1026
1950,9,5,10
1951,9,1,6
1951,9,2,0
1951,9,3,0
1951,9,4,0
1951,9,5,0
1952,9,1,0
1952,9,2,542
1952,9,3,0
1952,9,4,36
1952,9,5,55
1953,9,1,65
1953,9,2,0
1953,9,3,286
1953,9,4,5
1953,9,5,3
1954,9,1,0
1954,9,2,0
1954,9,3,2
1954,9,4,0
1954,9,5,0
1955,9,1,0
1955,9,2,0
1955,9,3,0
1955,9,4,0
1955,9,5,0
1956,9,1,0
1956,9,2,0
1956,9,3,3
1956,9,4,11
1956,9,5,375
1957,9,1,0
1957,9,2,0
1957,9,3,0
1957,9,4,0
1957,9,5,0
1958,9,1,0
1958,9,2,0
1958,9,3,0
1958,9,4,144
1958,9,5,26
1959,9,1,75
1959,9,2,20
1959,9,3,0
1959,9,4,0
1959,9,5,934
1960,9,1,0
1960,9,2,12
1960,9,3,0
1960,9,4,0
1960,9,5,621
1961,9,1,0
1961,9,2,0
1961,9,3,0
1961,9,4,26
1961,9,5,164
1962,9,1,0
1962,9,2,0
1962,9,3,21
1962,9,4,0
1962,9,5,753
1963,9,1,107
1963,9,2,0
1963,9,3,108
1963,9,4,76
1963,9,5,0
1964,9,1,0
1964,9,2,0
1964,9,3,0
1964,9,4,0
1964,9,5,0
1965,9,1,0
1965,9,2,0
1965,9,3,19
1965,9,4,2
1965,9,5,14
1966,9,1,0
1966,9,2,0
1966,9,3,221
1966,9,4,158
1966,9,5,83
1967,9,1,0
1967,9,2,0
1967,9,3,0
1967,9,4,0
1967,9,5,0
1968,9,1,0
1968,9,2,0
1968,9,3,0
1968,9,4,581
1968,9,5,0
1969,9,1,36
1969,9,2,0
1969,9,3,0
1969,9,4,0
1969,9,5,83
1970,9,1,23
1970,9,2,35
1970,9,3,0
1970,9,4,0
1970,9,5,0
1971,9,1,258
1971,9,2,0
1971,9,3,0
1971,9,4,0
1971,9,5,23
1972,9,1,0
1972,9,2,0
1972,9,3,16
1972,9,4,7
1972,9,5,0
1973,9,1,118
1973,9,2,137
1973,9,3,24
1973,9,4,504
1973,9,5,116
1974,9,1,0
1974,9,2,0
1974,9,3,0
1974,9,4,0
1974,9,5,0
1975,9,1,0
1975,9,2,313
1975,9,3,0
1975,9,4,165
1975,9,5,0
1976,9,1,0
1976,9,2,88
1976,9,3,221
1976,9,4,5
1976,9,5,0
1977,9,1,0
1977,9,2,0
1977,9,3,238
1977,9,4,0
1977,9,5,0
1978,9,1,0
1978,9,2,0
1978,9,3,0
1978,9,4,0
1978,9,5,0
1979,9,1,52
1979,9,2,30
1979,9,3,0
1979,9,4,0
1979,9,5,0
1980,9,1,0
1980,9,2,0
1980,9,3,0
1980,9,4,0
1980,9,5,0
1981,9,1,259
1981,9,2,145
1981,9,3,33
1981,9,4,0
1981,9,5,0
1982,9,1,0
1982,9,2,0
1982,9,3,0
1982,9,4,71
1982,9,5,3
1983,9,1,0
1983,9,2,72
1983,9,3,503
1983,9,4,233
1983,9,5,0
1984,9,1,0
1984,9,2,28
1984,9,3,246
1984,9,4,0
1984,9,5,0
1985,9,1,1063
1985,9,2,177
1985,9,3,670
1985,9,4,3
1985,9,5,0
1986,9,1,156
1986,9,2,100
1986,9,3,0
1986,9,4,0
1986,9,5,458
1987,9,1,0
1987,9,2,0
1987,9,3,0
1987,9,4,0
1987,9,5,435
1988,9,1,0
1988,9,2,3
1988,9,3,1053
1988,9,4,315
1988,9,5,5
1989,9,1,3
1989,9,2,17
1989,9,3,2
1989,9,4,0
1989,9,5,204
1990,9,1,538
1990,9,2,0
1990,9,3,0
1990,9,4,0
1990,9,5,141
1991,9,1,0
1991,9,2,0
1991,9,3,0
1991,9,4,0
1991,9,5,910
1992,9,1,291
1992,9,2,0
1992,9,3,0
1992,9,4,0
1992,9,5,0
1993,9,1,0
1993,9,2,0
1993,9,3,0
1993,9,4,0
1993,9,5,0
1994,9,1,0
1994,9,2,0
1994,9,3,0
1994,9,4,19
1994,9,5,27
1995,9,1,0
1995,9,2,0
1995,9,3,0
1995,9,4,11
1995,9,5,0
1996,9,1,0
1996,9,2,0
1996,9,3,0
1996,9,4,0
1996,9,5,0
1997,9,1,0
1997,9,2,0
1997,9,3,0
1997,9,4,29
1997,9,5,0
1998,9,1,0
1998,9,2,0
1998,9,3,0
1998,9,4,0
1998,9,5,23
1999,9,1,0
1999,9,2,145
1999,9,3,0
1999,9,4,0
1999,9,5,3
2000,9,1,0
2000,9,2,0
2000,9,3,0
2000,9,4,0
2000,9,5,0
2001,9,1,12
2001,9,2,0
2001,9,3,0
2001,9,4,6
2001,9,5,378
2002,9,1,0
2002,9,2,0
2002,9,3,0
2002,9,4,0
2002,9,5,0
2003,9,1,0
2003,9,2,0
2003,9,3,0
2003,9,4,0
2003,9,5,0
2004,9,1,829
2004,9,2,0
2004,9,3,233
2004,9,4,25
2004,9,5,16
2005,9,1,0
2005,9,2,70
2005,9,3,42
2005,9,4,12
2005,9,5,7
2006,9,1,133
2006,9,2,0
2006,9,3,10
2006,9,4,6
2006,9,5,12
2007,9,1,30
2007,9,2,31
2007,9,3,73
2007,9,4,249
2007,9,5,3
2008,9,1,0
2008,9,2,0
2008,9,3,0
2008,9,4,0
2008,9,5,330
2009,9,1,10
2009,9,2,8
2009,9,3,0
2009,9,4,0
2009,9,5,0
2010,9,1,1276
2010,9,2,233
2010,9,3,0
2010,9,4,0
2010,9,5,27
2011,9,1,0
2011,9,2,0
2011,9,3,0
2011,9,4,0
2011,9,5,0
2012,9,1,0
2012,9,2,0
2012,9,3,0
2012,9,4,281
2012,9,5,21
2013,9,1,0
2013,9,2,0
2013,9,3,0
2013,9,4,0
2013,9,5,11
2014,9,1,271
2014,9,2,0
2014,9,3,414
2014,9,4,0
2014,9,5,0
2015,9,1,0
2015,9,2,0
2015,9,3,0
2015,9,4,0
2015,9,5,92
2016,9,1,0
2016,9,2,97
2016,9,3,0
2016,9,4,0
2016,9,5,0
2017,9,1,0
2017,9,2,0
2017,9,3,0
2017,9,4,0
2017,9,5,0
2018,9,1,224
2018,9,2,0
2018,9,3,19
2018,9,4,3
2018,9,5,0
2019,9,1,604
2019,9,2,725
2019,9,3,28
2019,9,4,48
2019,9,5,90
2020,9,1,53
2020,9,2,19
2020,9,3,0
2020,9,4,0
2020,9,5,0
2021,9,1,92
2021,9,2,9
2021,9,3,217
2021,9,4,0
2021,9,5,0
2022,9,1,0
2022,9,2,0
2022,9,3,102
2022,9,4,36
2022,9,5,321
2023,9,1,0
2023,9,2,0
2023,9,3,835
2023,9,4,0
2023,9,5,0
